title,jobDescrib,companyName,companyIndustry,companyScal,companyTage,companyLocation,jobUrl,salary,publicDate,degree
科技金融岗（软件开发方向）（北京）,[],兴业数字金融服务（上海）股份有限公司,[''],['计算机软件'],北京,https://jobs.51job.com/beijing/121692785.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
大数据应用分析岗,[],中国电信股份有限公司北京分公司,[''],['通信/电信/网络设备'],北京,https://jobs.51job.com/beijing/120008012.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
企平-自然语言处理算法工程师,[],美团点评,['10000人以上'],"['计算机软件,互联网/电子商务']",北京-朝阳区,https://jobs.51job.com/beijing-cyq/122707695.html?s=01&t=0,3-4万/月,06-08,"['北京-朝阳区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
深度学习算法工程师,"['职位描述：', '1、从事文本挖掘、自然语言理解、自然语言生成、OCR、计算机视觉、图像处理、机器学习与模式识别等人工智能相关的算法设计和研发工作', '2、参与OCR、自动摘要、写作机器人、报告生成、信息抽取、事件抽取、知识图谱等相关产品的研发，优化和升级工作', '3、参与人工智能相关的业务系统设计、开发、集成等工作', '4、优化已有算法和系统或者为解决实际问题而进行算法研究', '5、跟进人工智能的前沿进展，将其工程化应用到公司相关产品和系统上，实现效果、性能等各方面的优化', '职位要求：', '1、计算机、数学、统计学等相关理工科专业，硕士及以上学历', '2、有机器学习、深度学习、人工智能等方面的工作经验', '3、熟悉常用的编程语言（如Python、C/C++、Java等），有扎实的编程能力', '4、熟悉常用数据结构，算法，具有良好的编程风格', '5、有caffe、tensorflow和/或pytorch的开发经验者优先', '6、有NLP、NLU、NLG、OCR、CV、计算机图形学、图像处理等方面的工作经验者优先', '7、参加过数学、计算机等方面的竞赛并获奖者优先', '8、思路清晰，主动性强，有很强的自我驱动力']",驼背信息科技成都有限责任公司,['少于50人'],['计算机服务(系统、数据服务、维修)'],异地招聘,https://jobs.51job.com/chengdu/122708105.html?s=01&t=0,2-2.5万/月,06-08,"['成都\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
数据挖掘工程师,"['职位要求：', '、参与煤矿智能安全大数据模型研究：根据煤矿需要解决的问题，提出', '整理所需数据，应用机器学习算法，建立解决问题的模型；', '、参与煤矿智能安全大数据在线学习、应用系统的设计、开发；', '、数学、计算机相关专业，较好的数学或统计学教育背景优先考虑，本科及以上学历；', '、', '年及以上的数据挖掘相关工作经验；', '、优秀的编程能力，精通至少一门语言：', '，', '，', '；', '、精通数据挖掘的流程和思路，熟悉主流机器学习', '深度学习相关算法及原理；', '、了解', '等大数据技术；', '、良好的学习和沟通能力，有责任心，有钻研精神；', '、有以下经验者优先：', '\xa0 \xa0 \xa0有大规模深度学习系统、参数服务器、在线学习系统等开发经验；', '\xa0 \xa0 \xa0有自动机器学习', '算法', '工程优化相关经验；', '\xa0 \xa0 \xa0有', '等平台模型的开发经验。']",北京龙软科技股份有限公司,['150-500人'],['计算机软件'],北京,https://jobs.51job.com/beijing/122708391.html?s=01&t=0,1.8-3万/月,06-08,"['北京\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-08发布\xa0\xa0', '\xa0\xa0计算机科学与技术 数学与应用数学']"
性能测试工程师,[],中国航空结算有限责任公司,[''],['航天/航空'],北京,https://jobs.51job.com/beijing/122229093.html?s=01&t=0,1-1.5万/月,06-08,"['北京\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
机器学习＆多媒体测试工程师,[],高通无线通信技术（中国）有限公司,[''],['通信/电信运营、增值服务'],北京,https://jobs.51job.com/beijing/121532978.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
前沿领域安全研究员（北京）（春招）,"['岗位职责：', '1、前沿计算机技术的安全相关研究', '2、原型系统搭建和验证', '任职要求：', '1、熟悉java/python等编程语言', '2、具备linux 平台上的开发技能', '3、有一定文档撰写能力和交流能力', '4、硕士及以上', '具备以下技能优先考虑', '1、了解网络安全，熟悉各类安全产品', '2、熟悉NB-IoT或5G协议', '3、熟悉量子安全', '4、其他信息安全新领域']",北京神州绿盟信息安全科技股份有限公司,[''],['计算机软件'],北京,https://jobs.51job.com/beijing/121454374.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
054数据分析模型研发工程师,[],中国电子科技集团公司电子科学研究院,[''],['电子技术/半导体/集成电路'],北京,https://jobs.51job.com/beijing/121202210.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0博士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
算法工程师,[],东风畅行（武汉）科技股份有限公司,[''],['汽车'],北京,https://jobs.51job.com/beijing/121162903.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
软件开发工程师,[],江苏创源电子有限公司,[''],['专业服务(咨询、人力资源、财会)'],北京,https://jobs.51job.com/beijing/121143037.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
算法实习生（北京）,"['岗位职责', '1. 协助算法工程师完成算法集成开发工作', '2. 对已完成的算法模块、模型模块进行测试', '岗位要求', '1 .2021届本科或者以上学历；', '2.熟悉机器学习相关算法如决策树、随机森林、聚类、序列预测等算法，并对深度网络如LSTM、BERT等网络有一定了解;', '3.至少使用过或者掌握一种开发语言：python/R/scala;', '4.实习时间至少6个月以上，可以确保周1到周5正常上班；', '5 .有良好的沟通表达能力，细致认真；', '6.对人工智能/机器学习/k8s有了解的优先.']",亚信科技（中国）有限公司,[''],['计算机软件'],北京,https://jobs.51job.com/beijing/120801971.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
Senior Data Modeler 高级数据分析师,['Key Responsibilities'],益博睿信息技术（北京）有限公司,['10000人以上'],"['计算机服务(系统、数据服务、维修),金融/投资/证券']",北京-朝阳区,https://jobs.51job.com/beijing-cyq/120687647.html?s=01&t=0,2.5-3.5万/月,06-08,"['北京-朝阳区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布\xa0\xa0', '\xa0\xa0英语熟练']"
结算系统支撑岗（澳门）,"['用人单位\t澳门公司\t', '工作地点\t澳门', '学历要求\t全日制统招本科或以上', '专业要求\t通信工程、电子科技、计算机或相关专业', '岗位职责\t', '1、\t对无线网络指标数据采集、监控、评估和分析，识别网络性能问题，基于分析结果制定并实施优化提升方案', '2、\t对客户提出的临时工作任务进行快速、准确的处理和定位，并及时反馈提交结果', '3、\t严格按照网络优化服务流程、服务标准、服务界面为客户提供标准流程服务', '应聘资格要求\t', '1、\t有较好的语言及文字表达能力，逻辑思维能力强，具有较好的组织协调和沟通能力', '2、\t具备良好的敬业精神、团队协作和客户服务意识，责任心强，抗压能力强', '3、\t至少熟悉C++、Java、Python语言中的一种', '4、\t熟悉通信原理和通信传播理论，特别是无线和移动通信协议和网络，并对4G、5G有一定的研究者优先', '5、\t澳门生源优先']",中国电信国际有限公司,[''],['通信/电信运营、增值服务'],北京,https://jobs.51job.com/beijing/120191371.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
AI算法工程师-新兴信息技术研究所，AI研发中心,[],中国电信研究院,[''],['通信/电信运营、增值服务'],北京,https://jobs.51job.com/beijing/120188712.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-08发布']"
数据分析师（北京）,"['职位要求：', '1.计算机及相关专业优先考虑，热爱数据分析，统计，和挖掘。', '2.数据库知识扎实，熟悉SQL语句，懂ETL和Data Modeling优先考虑。\xa0 ', '3.有一定编程知识和经验。语言可为C，C++，.NET, Java, Python 或者其他。', '4.对大数据系统和架构有基础认知。', '5.英语要四级或以上水平，能用英文进行听，说，读，写。']",北京伯凯科技有限公司,[''],['专业服务(咨询、人力资源、财会)'],北京,https://jobs.51job.com/beijing/117742391.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
数据分析师（上海邮电设计咨询研究院有限公司）（北京）,"['工作地点：上海', '招聘人数：7', '学历要求：本科及以上', '专业要求：通信工程，计算机，统计分析，管理科学', '岗位职责\xa0', '1.负责国内各大电信运营商、各级政府及各类企业客户的多种专业各类综合性通信工程规划、可行性研究、方案设计等任务，涵盖信息系统、业务平台、云计算、大数据、物联网、互联网、核心网、传输设备等；', '2.负责通信机房的勘察、设备安装设计；', '3.负责完成通信网络建设工程的投资估算和工程概预算编制；', '4.对所承担的工程设计项目的质量、进度、成本控制负责；', '5.负责项目内外部接口，处理、协调设计中出现的各类问题', '应聘资格要求\xa0', '1.本科及以上学历', '2.平均绩点3.0及以上', '3.通信工程、计算机相关专业', '4.熟练掌握CAD，C语言，C++,JAVA,PHP，PYTHON等应用程序或计算机语言', '5.985及211院校优先考虑']",中国通信服务股份有限公司,[''],['通信/电信运营、增值服务'],北京,https://jobs.51job.com/beijing/116334523.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招7人\xa0\xa0', '\xa0\xa006-08发布']"
基础技术研究-人工智能、大数据算法研究,"['工作内容：负责开展行业人工智能、大数据等新技术预研，跟踪国内外相关领域研究动态，开展基础、前瞻技术研究，开展新产品或原型系统研制等工作', '其他：熟悉人工智能、大数据分析挖掘的基本原理与方法；', '掌握人工智能、大数据分析的常用开发框架与开源软件，熟练掌握Java/Python；', '有相关课题研究与项目经验者优先。']",北京科东电力控制系统有限责任公司,[''],['电气/电力/水利'],北京,https://jobs.51job.com/beijing/115977993.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa006-08发布']"
应用技术研究-视觉算法开发,"['工作内容：1.负责计算机视觉或深度学习基本算法的开发与性能提升，涉及的问题包括：检测、跟踪、分类、语义分割、强化学习、3D视觉和图像处理等。', '2.完成计算机视觉算法和深度学习在机器人感知与定位方向的应用', '其他：1.掌握计算机视觉相关算法并有相关方面的项目经历', '2.熟练掌握python、c/c++、Matlab等语言者优先']",北京国电富通科技发展有限公司,[''],['电气/电力/水利'],北京,https://jobs.51job.com/beijing/115977212.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
资源调度高级研发工程师,[],华为技术有限公司,['10000人以上'],"['通信/电信运营、增值服务,通信/电信/网络设备']",北京-海淀区,https://jobs.51job.com/beijing-hdq/122691268.html?s=01&t=0,3-4万/月,06-08,"['北京-海淀区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
技术开发工程师（信息化室）,"['技术开发工程师（信息化室） 非事业编制，合同制。', '岗位职责：', '1、开展信息化应用系统的概要设计、详细设计；', '2、开展业务需求梳理，确定具体功能模块；', '3、开展跨系统、系统内前后台的对接工作；', '4、开展系统的开发工作；', '5、开展与合作技术单位的开发合作、进度监督、质量把控等工作；', '6、开展信息化应用系统的基础维护工作；', '7、开展各类信息化应用系统的优化升级工作；', '8、开展研究中心各类系统的代码管理工作；支撑各类系统的后期优化、改版等工作。', '岗位要求：', '1、全日制本科以上学历；', '2、熟练掌握Sping\xa0Boot\\MVC,Python\xa0Django\\Flask等主流后台开发架构；', '3、熟练掌握bootstrap、Jquery、JS、VOE、EXTJS等主流前端开发架构；', '4、熟练掌握Linux操作系统；', '5、熟练掌握Nginx、Tomcat等web服务器；', '6、熟练掌握Mysql、Oracle等数据库；', '7、具有软件开发、设计文档等材料的编写能力，掌握UML等工具使用；', '9、具有项目技术开发管理经验者优先；', '10、具有数据库集群配置能力者优先；', '11、3年及以上相关工作经验；', '12、具有公安项目经验者优先；', '13、熟练掌握JAVA、Python等主流开发语言,具有web应用开发经验；', '14、具有网络、计算机、软件工程、信息安全、通信等相关专业背景者优先；', '15、共产党员优先。']",公安部道路交通安全研究中心,['50-150人'],['学术/科研'],北京,https://jobs.51job.com/beijing/122704905.html?s=01&t=0,1.5-3万/月,06-08,"['北京\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
高级算法工程师,"['工作职责:', '1、负责目标检测、目标重识别、交通场景属性识别等计算机视觉算法开发和优化。', '2、负责基于ONNX、TensorRT等推理引擎的模型优化，提升算法推理速度。', '3、负责算法运行环境搭建，部署和发布。', '任职资格:', '1、硕士及以上学历，计算机、机器学习、图像算法等相关专业', '2、熟练掌握Python/C/C++，熟悉OpenCV、PIL等常用图像处理库，熟悉Linux系统操作。', '3、熟练掌握至少一种深度学习框架，包括但不限于Tensorflow，Keras，Pytorch。', '4、掌握计算机视觉和图像处理基本算法，具有目标检测跟踪、语义分割、属性识别、人脸识别等科研或开发经验者优先考虑。', '5、在计算机视觉主流会议或期刊（CVPR,ICCV,ECCV,AAAI）发表过文章者优先', '6、具有良好的沟通和写作能力', '7、Base北京、天津、成都']",北京易华录信息技术股份有限公司,['1000-5000人'],"['交通/运输/物流,计算机软件']",异地招聘,https://jobs.51job.com/chengdu-jnq/122694972.html?s=01&t=0,1.5-2.5万/月,06-08,"['成都-金牛区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa006-08发布']"
语音识别工程师,"['1、结合公司产品进行语音识别的技术研发；', '2、从事模式识别和信号处理相关的算法研究和内核开发以及应用软件研发工作。', '3、负责信号处理、声学模型和语言模型等核心模块的实现和优化；', '4.主要技术方向包括语音识别、语音合成、声纹识别、语音降噪、回声消除、自然语言处理、人脸识别、图像处理等。', '5、跟踪国内外语音技术的发展，并结合公司产品做持续优化。', '职位要求:', '1、熟悉前端信号处理算法（特征提取，端点检测，语音增强等）；', '2、熟悉大规模语言建模算法；', '3、具备语音识别领域行业领先企业的工作经验者优先；', '4、语音识别领域的AI、EE、CS相关专业的博士硕士优先；', '5、熟练掌握Kaldi，SRiLM，RNNLM，TensorFlow等社区开源工具中的一种及以上；', '6、精通C/C++，Python，Shell中的一种或几种，对数据结构和算法设计有深刻理解。', '7、有算法和复杂系统研发经验优先。']",杭州通友智能通讯有限公司,['少于50人'],"['互联网/电子商务,通信/电信运营、增值服务']",异地招聘,https://jobs.51job.com/hangzhou-yhq/122691136.html?s=01&t=0,1.5-4.2万/月,06-08,"['杭州-余杭区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-08发布']"
人工智能方向,[],建信金融科技有限责任公司,[''],['金融/投资/证券'],北京,https://jobs.51job.com/beijing/121807864.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招15人\xa0\xa0', '\xa0\xa006-08发布']"
Java开发工程师,"['工作地点\xa0北京', '学历要求\xa0全日制统招硕士及以上学历', '专业要求\xa0软件/计算机/通信类专业', '岗位职责\xa0', '1、参与平台或产品的系统架构建立，负责对项目的需求分析、设计开发；', '2、承接各类功能需求，完成需求分析、系统设计及软件开发、测试工作；', '3、承接产品的持续性优化、完善和升级等相关工作。', '应聘资格要求\xa0', '1、熟悉Linux操作系统；熟练掌握JAVA或python语言；', '2、了解SSH、SpringMVC框架、缓存、队列、接口等主流开发框架和技术； ', '3、扎实的数据库基础，熟悉SQL Server、Oracle、 MySQL数据库其中一种;', '4、具有阅读相关技术需求文档能力，具有丰富的面向对象系统分析和设计经验、拥有良好的软件质量意识，熟悉重构及各种软件开发方法。']",电子渠道运营中心,[''],['通信/电信运营、增值服务'],北京,https://jobs.51job.com/beijing/121578507.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招6人\xa0\xa0', '\xa0\xa006-08发布']"
研发技术类工程师（社会招聘）（北京）,[],云南省人才服务中心,[''],['专业服务(咨询、人力资源、财会)'],北京,https://jobs.51job.com/beijing/121316460.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招94人\xa0\xa0', '\xa0\xa006-08发布\xa0\xa0', '\xa0\xa0英语熟练\xa0\xa0', '\xa0\xa0机械设计制造及其自动化 电气工程及其自动化']"
算法工程师（北京）,[],中科创达软件股份有限公司,[''],['专业服务(咨询、人力资源、财会)'],北京,https://jobs.51job.com/beijing/120826289.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
技术管培生BJ（北京）,[],建信金融科技有限责任公司,[''],['金融/投资/证券'],北京,https://jobs.51job.com/beijing/120449760.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa006-08发布']"
亚马逊人工智能研究院TVM移动端开发实习生,"['TVM是当前最热门的深度学习编译器之一。与此同时，深度学习在移动端的应用正逐渐成为主流需求。本实习项目将结合TVM和移动开发。你将可以接触前沿编译器技术，iOS和Android开发、深度学习算法和针对底层硬件的优化。你将和亚马逊上海人工智能研究院以及亚马逊硅谷人工智能部门的同事一起协作工作。', '实习要求：', '1. 计算机以及相关专业在校本科生、研究生或博士生。', '2. 可以保证至少 2.5 个月的实习，每周至少工作 4 天 。', '3. 扎实 C++和Java编程功底，对 Python 有一定了解。', '4. 优先考虑有iOS和Android开发经验，日常使用或对TVM有一定了解。', '5. 邮件标题：TV-姓名 - 学校 -专业 -年级 - 每周工作天数 - 持续工作月数', '6. 简历投递邮箱：shanghai-ai-recruiting@amazon.com', '7. 简历接收截止日期：2019年12月31日', '8. 工作地点：上海市长宁区天山西路567号神州智慧大厦', '我们长期面向全球优秀学生开放实习职位，欢迎大家踊跃申请。']",亚马逊中国,[''],['金融/投资/证券'],北京,https://jobs.51job.com/beijing/117948436.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
安全攻防渗透工程师,"['工作地点：北京', '学历要求： 本科及以上', '专业要求 ：信息安全、网络、通信等相关专业', '岗位职责 ', '1、参与安全相关新技术的研究和产品、服务化落地工作；', '2、负责为客户提供漏洞评估/加固、渗透测试、代码审计、客户端安全测试等安全服务；', '3、负责为客户的紧急安全事件提供分析支持，并指导客户处理。', '应聘资格要求 ', '1、掌握渗透测试的方法和流程，熟练使用常见测试工具；', '2、掌握客户端安全测试的方法和流程，熟练使用常见测试工具；', '3、了解源代码审计的方法和流程，至少精通一种编程语言（Java/PHP/Python等）；', '4、以上1、2、3点要求，至少应有一条符合要求；', '5、关注新业务/新技术，具有较强的学习能力；', '6、良好的沟通和团队合作能力。']",系统集成有限责任公司,[''],['通信/电信运营、增值服务'],北京,https://jobs.51job.com/beijing/116255412.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa006-08发布']"
软件开发-AI（北京),"['岗位职责：\xa0', '1、对于人工智能技术应用到实际业务场景中并产生真实的商业价值具有强烈的热情，有责任感和较好的洞察力；', '2、在指导下完成自然语言处理方向的文献调研、算法模型研究，并完成代码实现；\xa0', '3、完成语料设计与标注、模型训练、模型调试与服务化部署等相关工作；', '4、深入分析现有算法，结合企业业务场景的具体需求，提出改进方案或新算法模型的开发计划；', '5、参与公司美国研发中心的交流和与世界***公司的合作。', '任职资格：\xa0', '1、2020年毕业，数学、统计、计算机或相关学科专业硕士及以上学历；', '2、深入理解并掌握人工智能基础理论（符号学习与统计学习方向），较为了解自然语言处理相关内容（文本纠错、文本分类、命名实体识别等），有实际工程实践者优先；', '3、熟练掌握Python、C++两门语言，具备优秀编程与工程化能力者优先；', '4、熟悉多种AI开源工具（如TensorFlow，Mxnet，Caffe），具备较强的开源技术集成能力者优先。', '工作地点：北京']",金蝶软件（中国）有限公司,[''],['计算机软件'],北京,https://jobs.51job.com/beijing/116253680.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
算法工程师（深度学习/图像理解方向）,"['岗位职责：', '1、 参与图像/视频相关算法的研究与开发，包括深度学习以及常用机器学习方法在机器视觉中的应用；', '2、 参与计算机视觉相关的技术研发工作，包括但不限于：图像检测、图像分类、图像分割、图像跟踪、视频语义分析、人脸识别与分析、车辆与人员的检测识别与跟踪、图像/视频搜索、页面分析与自动合成、OCR等算法与系统研发领域；', '3、 负责深度学习、图像理解、机器学习等前沿技术的研发储备和平台建设，结合龙湖实际应用场景，提供技术解决方案。', '岗位要求：', '1、 计算机、应用数学、模式识别、人工智能、自控、统计学、运筹学、生物信息、物理学/量子计算、神经科学、社会学/心理学等专业，图像处理、模式识别、机器学习相关研究方向，研究生及以上，博士优先；', '2、 熟练掌握计算机视觉和图像处理相关的基本算法及应用；', '3、 较强的算法实现能力，熟练掌握 C/C++ 编程，熟悉 Shell/Python/Matlab 至少一种编程语言；', '4、 在计算机视觉、模式识别等学术会议或者期刊上发表论文、相关国际比赛获奖、及有相关专利者优先。']",龙湖集团,[''],['房地产'],北京,https://jobs.51job.com/beijing/116181063.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
软件研发工程师(000407)（北京）,"['1、计算机和软件相关专业，本科及以上学历； 2、熟悉软件研发及测试流程，良好的计算机理论基础； 3、熟悉PHP、JAVA、Python等至少一种语言,了解WEB应用开发、HTML相关前端技术技术、了解网络协议，在校期间有软件研发经验优先； 4、有良好的团队精神和强烈的工作责任心； 5、致力于投身软件行业']",软件与服务中心,[''],['家具/家电/玩具/礼品'],北京,https://jobs.51job.com/beijing/106162535.html?s=01&t=0,,06-08,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招22人\xa0\xa0', '\xa0\xa006-08发布\xa0\xa0', '\xa0\xa0计算机科学与技术 软件工程']"
python后台工程师,"['1、负责服务器端软件的架构设计 ；', '2、负责服务器软件程序的开发 ；', '3、相关技术文档撰写 。', '职位要求：', '1、计算机软件或相关专业，大专及以上学历；', '2、熟悉python优先，C/C++基础好；', '3、有网游服务器端架构设计的经验，了解市面上主流网游的服务器架构设计；', '4、熟悉MySQL等数据库，有良好的 SQL 编程技巧者优先；', '5、有linux下开发经验者优先；', '6、1年以上服务器端开发经验，或有从事网游、页游、移动互联网网游服务器开发经验者优先；', '7、工作认真，有较强的自学能力']",深圳惠硕网络科技有限公司,['少于50人'],['计算机软件'],深圳-南山区,https://jobs.51job.com/shenzhen-nsq/118507222.html?s=01&t=0,1.5-2.5万/月,05-24,"['深圳-南山区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa005-24发布']"
Python运维开发工程师,"['岗位职责：', '1、负责服务器生命周期管理工作，包括装机交付、故障处理、日常变更、搬迁等。', '2、负责运营自动化功能开发及实现。', '3、负责运营数据治理，cmdb功能开发等。', '任职要求：', '1、熟悉系统管理，熟悉linux操作系统各模块；包括不限于设备管理、文件管理；', '2、熟悉x86服务器架构，对CPU、内存、网卡、硬盘等技术有基本了解。', '3、熟悉python、shell，了解常见web开发框架，了解bootstrap等前端框架。', '4、了解http、PXE、ipmi等协议，了解smibios等规范。', '5、积极主动，沟通能力好。有相关工作经验者优先。']",深圳市法本信息技术股份有限公司,['5000-10000人'],"['计算机服务(系统、数据服务、维修),外包服务']",深圳-宝安区,https://jobs.51job.com/shenzhen-baq/121343088.html?s=01&t=0,1-2万/月,05-23,"['深圳-宝安区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa005-23发布']"
Python开发工程师,"['职位描述：', '1.\xa0负责公司商业BI平台的设计，开发；', '2.\xa0根据需求制定技术方案，项目计划，并制定相应测试方案和执行；', '3.\xa0负责分析业务领域比较复杂的问题，提出解决方案；', '4.\xa0负责对现有系统进行优化，重构不合理的代码。', '任职要求：', '\xa0\xa0\xa0\xa01.3年以上Python开发经验，熟悉Tornado、Django、Flask等开发框架；', '\xa0\xa0\xa0\xa02.熟练使用MySQL，熟悉MySQL性能优化，具备MQ、NoSQL实战经验；', '\xa0\xa0\xa0\xa03.拥有良好的代码习惯，结构清晰，命名规范等；', '\xa0\xa0\xa0\xa04.善于团队合作，对新技术有强烈的探索欲望，责任心强，能够承受工作压力，有强烈的责任心。']",深圳市斯凯荣科技有限公司,['150-500人'],['通信/电信/网络设备'],深圳-南山区,https://jobs.51job.com/shenzhen-nsq/120177253.html?s=01&t=0,1.5-2.5万/月,05-23,"['深圳-南山区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa005-23发布']"
python后端开发工程师,[],北京创新在线网络技术有限公司,['150-500人'],['互联网/电子商务'],深圳-福田区,https://jobs.51job.com/shenzhen-ftq/110777697.html?s=01&t=0,0.9-1.8万/月,05-23,"['深圳-福田区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa005-23发布']"
Python开发工程师（金蝶云苍穹）,[],金蝶软件（中国）有限公司,['5000-10000人'],"['计算机软件,互联网/电子商务']",深圳-南山区,https://jobs.51job.com/shenzhen-nsq/119811396.html?s=01&t=0,1.5-2.5万/月,05-22,"['深圳-南山区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa005-22发布']"
